ID,x
175,79.56707169
176,87.40373434
177,63.42326606
178,50.32086103
179,84.34663305
180,77.35030003
181,50.82923164
182,62.54882987
183,54.51111214
184,114.6717384
185,53.82028641
186,76.54446732
187,56.60338106
189,81.38074619
190,91.2130075
191,77.27838556
192,55.67770261
193,84.84291737
194,94.3887687
195,83.27988346
196,86.90148713
197,97.35125621
198,96.10780801
199,72.35080261
200,99.79365071
201,79.60650911
202,49.61201065
203,37.76893064
204,70.76561385
205,43.04873685
206,67.54996833
207,93.96315466
208,83.30201376
209,58.03530575
210,76.76943347
211,54.56716268
212,87.48406394
213,83.66058815
214,82.55115369
215,97.27919023
216,56.66015338
217,75.90423082
218,77.73637312
219,48.15494917
220,58.89809926
221,76.44956107
222,78.9279989
223,82.91454753
224,69.52794679
225,50.30105981
226,91.20801396
227,96.32818244
228,67.14462564
229,94.55028519
230,85.33148613
231,67.06278324
232,50.9538651
233,48.87596753
234,67.12010961
235,68.55690141
236,42.4105225
237,62.00083013
238,40.58923468
239,84.71660498
240,62.33846674
241,54.50218321
242,77.89261991
243,47.85484726
244,69.64155163
245,91.84732611
246,85.32471601
247,71.69452407
248,76.14679003
249,89.87009315
250,99.91227067
251,86.19141963
252,88.70723083
253,91.63941673
254,53.136786
255,62.85729479
256,76.0856649
257,53.79436758
258,79.91066546
259,77.53021693
260,66.87777797
261,50.75962574
262,69.72697467
263,74.55696085
264,75.76261642
265,81.93418555
266,80.28685527
267,96.2020495
268,81.05917671
269,74.01387472
270,71.718158
271,64.13305905
272,81.0972527
273,55.97372113
274,50.27545618
275,94.56821584
276,95.41004253
277,77.05862213
278,52.1809775
279,65.43667372
280,73.86332591
281,67.00964628
282,67.7915605
283,84.36943287
284,65.40794301
285,62.4347104
286,69.88723291
287,93.83365036
288,71.60737337
289,65.28666051
290,93.07901407
291,65.86010359
292,49.87358205
293,60.84827092
294,67.42880538
295,66.70908006
296,59.98104819
297,57.07762347
298,69.97581033
299,31.04358948
300,71.64973633
301,95.05808898
302,88.02398318
303,69.48720662
304,63.05643002
305,54.03173222
306,56.10869223
307,75.15360483
308,52.40781343
309,65.20220524
310,63.65303197
311,81.52232695
312,49.82488748
313,73.31061166
314,91.94364937
315,60.95586865
316,59.56356863
317,26.64156027
318,71.49922886
319,27.35788684
320,48.38024262
321,79.62937988
322,88.16503276
323,86.6635723
324,75.74376547
325,67.93433456
326,51.84823651
327,79.06949707
328,77.24008414
329,96.48425922
330,89.75127545
331,61.30697964
332,86.65967192
333,51.58244765
334,76.0661784
335,79.3508443
336,65.30573307
337,72.41351065
338,72.77827081
339,53.47292896
340,75.7214198
341,77.53272436
342,78.16172095
343,43.00006554
344,66.23373544
345,67.02043221
346,54.91863782
347,69.92653862
348,51.24551405
349,50.17125135
350,56.3165262
351,72.56139247
352,53.25040926
353,69.01027516
354,48.21902912
355,62.68317023
356,74.20470542
357,70.09645049
358,56.90677815
359,75.30342505
360,76.32447676
361,80.09514893
362,59.37767373
363,71.35798917
364,64.11351265
365,85.39695919
366,50.96749558
367,76.58902096
368,59.89653405
369,55.90351726
370,65.35619115
371,66.09440535
372,53.04037973
373,84.34475572
374,76.05862786
375,61.18420688
376,60.13278
377,80.71541203
378,94.11989065
379,53.28706323
380,69.14033145
381,57.65152121
382,68.04196934
383,47.63178539
384,89.00627823
386,103.816832
387,41.09262997
388,79.80271567
389,82.98194054
390,46.13872314
391,62.19440282
392,68.69241625
393,75.58382305
394,64.6281558
395,74.26635667
396,80.96086502
397,58.8369143
398,62.06679451
399,54.10441315
400,75.83737653
401,74.10947915
402,37.3570698
403,71.80152765
404,53.58684021
405,75.35394516
406,58.9326545
407,80.33387229
408,65.01261997
409,74.57127385
410,89.62814479
411,104.9372966
412,69.76186379
413,98.75211638
414,71.61091733
415,76.96041504
416,63.26545428
417,52.60970874
419,73.72676606
420,54.44076409
421,55.94347639
422,33.2204424
423,53.99138987
424,90.66158935
425,90.50298886
426,74.70918419
427,38.95589228
428,59.00592175
429,92.76263787
430,85.47341435
431,69.7476411
432,69.43490865
433,50.62112002
434,81.09235915
435,67.83445974
436,71.16724765
437,69.48139507
438,56.34992233
439,72.43443871
440,45.05495737
441,40.8773774
442,104.4440338
443,82.98609758
444,59.77017035
445,61.31022006
446,69.0047268
447,72.00600527
448,84.70178788
449,52.57233972
450,93.5864228
451,55.98054616
452,78.01582001
453,81.36830331
454,70.87133862
455,36.97219187
456,95.76004534
457,91.40518004
458,71.82242728
459,72.2357404
461,73.05143485
462,80.82643983
463,97.95054202
464,67.63097505
465,60.6617092
466,49.03784011
467,71.90109459
468,111.0500864
469,61.74112057
470,85.94317016
471,68.67043044
472,80.91914138
473,73.2824877
474,50.27329973
475,68.72958725
477,60.83772289
478,43.27164681
479,60.69295865
480,54.92294952
481,30.1084732
482,70.49969298
483,76.17539006
484,94.39166426
485,79.8350391
486,94.90886047
488,69.31235993
489,76.63497958
490,76.518428
491,93.21147728
492,97.55603265
493,77.92987978
494,87.62020106
495,76.11482227
496,64.17850282
497,83.86212421
498,100.1604988
499,73.45290907
500,69.06415529
501,50.14314947
502,93.76527366
503,70.75177233
504,83.8934308
505,73.19154954
506,90.26024517
507,49.64821194
508,74.69697657
509,64.9198708
510,94.48870464
511,66.6097182
512,83.39363793
513,61.77640764
514,76.70474421
515,85.31579327
516,87.36769306
517,67.08543373
518,64.77091398
519,63.29336833
520,65.34954709
521,105.6380762
522,23.71438587
523,90.30646885
524,73.41445415
525,62.62977441
526,42.19665644
527,65.96955244
528,103.1574065
529,55.60189287
530,60.94205497
531,108.8310588
532,77.20788232
533,97.11858801
534,55.03526718
535,69.75301942
536,96.81668391
537,76.31267969
538,46.68627483
539,92.36524679
540,53.70867132
541,61.56501094
542,41.90077689
543,41.67403526
544,68.12952045
545,74.09766896
546,71.71987023
547,54.25270306
548,82.5699996
549,61.94661072
550,86.08450201
551,42.91148647
552,67.83526935
553,84.33475196
554,70.380223
555,92.36294204
556,79.40444097
557,56.16960053
558,66.49150546
559,42.02588368
560,64.52013896
561,75.34065984
562,55.74211167
563,77.36078972
565,44.07591068
566,62.70446324
567,73.2068346
568,78.52658798
569,63.54026332
570,51.04633402
571,79.70789427
572,48.30892544
573,45.62201638
574,82.63364617
575,71.83084112
576,63.95889853
577,83.00002961
578,63.1289945
579,120.3219648
580,83.81273173
581,79.63865318
582,66.33020278
583,58.14662186
585,58.77923096
586,58.04607887
587,65.82408483
588,73.85307122
589,84.75331008
590,74.24383941
591,80.09473316
592,67.13274667
593,79.44165897
594,56.6613711
595,53.81144069
596,50.7114575
597,66.86659939
598,84.18047247
599,76.63817018
600,72.42223379
601,55.27950324
602,73.57166725
603,70.93050519
604,71.65016521
605,47.0939842
606,40.28236165
607,69.47882094
608,68.06722282
609,57.39366093
610,95.16453505
611,67.09520633
612,60.43159224
613,58.18405835
614,58.32672915
616,85.91951394
617,51.14374502
618,73.93839113
619,59.12531045
620,59.77287764
621,72.98884153
622,71.06511748
623,78.54515181
624,52.14258505
625,74.55876471
626,85.55530632
627,73.21644249
628,72.42000044
629,32.39277954
630,86.9430849
631,70.84009737
632,97.33224885
633,81.00954455
634,59.67336238
635,53.07671947
636,63.42159953
637,51.3623206
638,56.68770823
639,58.66110707
640,68.96820081
641,79.71184731
642,60.9940553
643,80.13145018
644,76.87636019
645,113.2223678
646,34.58081846
647,37.53063382
648,65.53655522
649,93.38442054
650,83.18274088
651,34.11465136
652,72.95469102
653,112.4948827
654,72.75170265
655,80.87693905
656,73.09033156
657,80.03756302
659,114.3711935
660,100.2428354
661,67.39296203
662,87.14227238
663,64.50026862
664,75.77442703
665,80.73965737
666,99.84819801
667,73.7383569
668,48.69111062
669,74.07269069
670,85.60239464
671,70.79500757
672,49.57686179
673,67.98095327
674,88.87912746
675,102.9352443
676,69.3124631
677,86.03198632
678,78.72980505
679,80.71661594
680,69.54418368
681,91.4746112
682,62.65341775
683,100.7069768
684,82.74294685
685,90.48753278
686,93.78895745
687,58.30962936
688,62.08299784
689,106.4614803
690,61.52112388
691,56.77005682
692,42.1455379
693,87.6547071
694,80.36135775
696,83.58020249
697,79.82069938
698,82.8846697
699,82.7925683
700,100.4742554
701,65.16292771
702,63.6029781
703,52.94588708
704,58.28032489
705,55.36580856
706,61.53710141
707,75.41709141
708,68.79547844
709,79.0834243
710,80.22012103
711,54.14395424
712,77.24766846
713,73.50219787
714,95.87633946
715,79.32843952
716,96.1814135
717,97.53960912
718,64.66261848
719,88.27876919
720,68.74313915
721,99.91731834
722,61.51938546
723,73.69457618
724,51.07752292
725,70.73602665
726,44.26698833
727,59.80625615
728,80.52694673
729,67.96780393
730,54.54462359
731,81.23421158
732,37.3367458
733,76.67195922
734,41.06954153
735,72.94686388
736,79.48480677
737,82.42374225
738,81.11898153
739,97.13928438
740,96.44135269
741,55.87044224
742,85.60613059
743,99.49207079
744,45.1631027
745,75.38512808
746,81.31756318
747,105.3349207
748,53.73110624
749,82.24913067
750,40.38039571
751,51.67083654
752,98.61705736
753,82.97683492
755,84.68627681
756,44.91939922
757,62.42405725
758,70.93369189
759,57.48032247
760,64.7657895
761,71.16573028
762,75.42944502
763,64.48044232
764,77.04703563
765,67.79843883
766,44.45720472
767,70.92207457
768,86.98881613
769,77.8347604
770,66.79231318
771,75.65091754
772,42.59813209
773,77.22444523
774,68.77142761
775,90.77247034
776,87.33398053
777,88.28733113
778,79.3298385
780,30.13036748
781,97.31811594
782,58.88795511
783,85.8563731
784,89.6680545
785,48.98849631
786,92.79900673
787,30.50088114
788,55.73897556
789,94.3566523
790,87.69361019
791,74.20103747
792,70.6722322
793,67.39869548
794,55.94017237
795,82.50172204
796,53.30371592
797,68.18400347
798,85.16360788
799,107.2176529
800,47.70782461
801,57.50279099
802,99.44524089
803,28.26090666
804,75.13889741
805,84.42846279
806,49.8012257
807,73.44915079
808,49.20440213
809,93.56693144
810,77.5136547
811,48.30090145
812,92.92739646
813,55.13744214
814,54.01923096
815,74.05915083
816,71.63396427
817,40.24984016
818,59.83603098
819,65.89330216
820,51.51369079
821,85.35514394
822,68.75003476
823,80.60545604
824,80.78618371
825,77.44473389
826,91.43264584
827,97.21903113
828,72.31679484
829,73.48741681
830,92.6315083
831,103.5671577
832,76.48008458
833,82.24379509
834,66.95563424
835,98.98015333
836,46.58200621
837,76.00182954
838,56.95581191
839,64.74761907
840,80.85993273
841,65.53935204
842,56.30475861
843,62.7731027
844,68.30746757
845,59.30175593
846,61.91189996
847,68.52045668
848,113.1489693
849,47.24954684
850,88.88717073
851,72.58076167
852,65.454891
853,90.76491284
854,78.48421865
855,53.04907159
856,91.54188044
857,40.15365348
858,62.51839373
859,63.08086298
860,77.92069731
861,97.77910975
862,83.88237715
863,91.54797639
864,90.33760067
865,78.40918698
866,54.52236716
867,46.16392922
868,57.67859394
869,57.22303054
871,73.69326069
872,38.73155532
873,56.37233439
874,40.94610622
875,76.963127
876,100.3206517
877,78.2584451
878,65.42202185
879,94.55017253
880,73.94057289
881,63.40187301
882,54.25550158
883,63.89408724
884,63.3337469
885,69.71102868
886,92.15745338
887,67.59157624
888,94.55858185
889,81.35030859
890,74.47489216
891,88.00854597
892,82.44515508
893,85.40046938
894,54.15800608
895,58.60600824
896,75.64517469
897,86.74956735
898,64.73925851
899,92.2846208
900,74.77425486
901,82.76692274
902,112.5738915
903,67.9814823
904,83.9049943
905,93.14962139
906,95.38164493
907,58.52493906
908,48.25030306
909,59.26615338
910,62.00370767
911,66.91138442
912,60.6600572
913,61.34465172
914,62.63110815
915,93.60932021
916,79.28201598
917,57.50258415
918,51.89941378
919,82.01400189
920,91.13291467
921,91.57592416
922,60.59781753
923,58.44353275
924,73.84676648
925,43.37751032
926,50.17063964
927,69.34374123
928,68.37378816
929,88.21793216
930,64.34997529
931,75.16384671
932,93.09687351
933,87.21243407
934,83.00296168
935,46.80857618
936,54.31785556
937,72.66061346
938,78.56060235
939,53.81199291
940,78.83990554
941,38.5588538
942,115.1968098
943,67.0194333
944,64.98664462
945,95.60811312
946,58.4460755
947,48.5049515
949,51.41799326
950,67.43674674
951,32.37940023
952,72.04497148
953,49.77534298
954,72.43277691
955,93.47076671
956,84.60026317
957,70.42628188
958,105.6444274
959,99.24820095
960,83.05148037
961,37.94269373
962,44.77091828
963,79.15851928
964,59.33605171
965,72.28288074
966,52.38881321
968,83.38098742
969,104.4820584
970,70.19133373
971,71.99972888
972,89.1820322
973,87.03183688
974,90.02503197
975,83.73893461
976,50.91887835
977,39.91679654
978,81.30690864
980,81.26368776
981,89.94309667
982,64.83644855
983,76.31443255
984,89.50879573
985,71.18278755
986,84.91035941
987,85.57825298
988,103.0029055
989,110.8075052
990,50.07730817
991,79.03791073
992,71.50185985
993,83.3014541
994,59.75195132
995,89.67277312
996,39.52821577
997,73.39069851
998,93.0441696
999,75.63229717
1000,81.69702099
1001,67.07249385
1002,80.34758072
1003,68.65140272
1004,74.65304197
1005,46.60950678
1006,59.30620716
1007,79.14246505
1008,65.82174817
1009,85.238123
1010,90.46330952
1011,66.50672137
1012,79.85630372
1013,83.06128507
1014,69.63320009
1015,61.41131582
1016,84.09384741
1018,82.09478231
1019,90.74247718
1020,98.10353273
1021,103.8385064
1022,68.24416275
1023,65.26333457
1024,67.43328948
1025,98.32257364
1026,79.99069017
1027,81.22101181
1028,63.14129076
1029,70.70793084
1030,79.15382164
