ID,x,y
328,77.24008414,-437.4903737
329,96.48425922,-576.2802825
330,89.75127545,-551.2842862
331,61.30697964,-384.3733735
332,86.65967192,-544.2729736
333,51.58244765,-340.316766
334,76.0661784,-482.110234
335,79.3508443,-409.5972566
336,65.30573307,-448.4692988
337,72.41351065,-497.2046147
338,72.77827081,-506.3194394
339,53.47292896,-273.6117829
340,75.7214198,-440.2439984
341,77.53272436,-435.0916325
342,78.16172095,-490.6693019
343,43.00006554,-259.7829258
344,66.23373544,-513.5683617
345,67.02043221,-450.0892014
346,54.91863782,-305.0123308
347,69.92653862,-371.0862297
348,51.24551405,-352.878074
349,50.17125135,-335.8584049
350,56.3165262,-374.6319226
351,72.56139247,-413.9673195
352,53.25040926,-337.6956907
353,69.01027516,-503.0521451
354,48.21902912,-342.7894032
355,62.68317023,-308.0219317
356,74.20470542,-359.2201195
357,70.09645049,-446.4633786
358,56.90677815,-382.7103721
359,75.30342505,-454.49544
360,76.32447676,-560.8799008
361,80.09514893,-503.5463947
362,59.37767373,-418.6407924
363,71.35798917,-491.9376229
364,64.11351265,-276.150753
365,85.39695919,-510.8255451
366,50.96749558,-306.7390084
367,76.58902096,-515.543333
368,59.89653405,-366.9492479
369,55.90351726,-319.0540349
370,65.35619115,-466.4265414
371,66.09440535,-434.7885658
372,53.04037973,-328.4302797
373,84.34475572,-495.6850247
374,76.05862786,-452.0421206
375,61.18420688,-388.0790723
376,60.13278,-356.1203101
377,80.71541203,-488.1785355
378,94.11989065,-626.9740512
379,53.28706323,-264.9309176
380,69.14033145,-480.0795765
381,57.65152121,-428.9206142
382,68.04196934,-451.0944821
383,47.63178539,-325.8363794
384,89.00627823,-552.7568014
386,103.816832,-633.2971482
387,41.09262997,-306.4741567
388,79.80271567,-370.0343437
389,82.98194054,-458.1015579
390,46.13872314,-197.7199895
391,62.19440282,-404.8549358
392,68.69241625,-432.1431399
393,75.58382305,-461.5887586
394,64.6281558,-375.7920554
395,74.26635667,-450.1349688
396,80.96086502,-501.9781934
397,58.8369143,-297.8022294
398,62.06679451,-430.8516757
400,75.83737653,-536.741149
401,74.10947915,-438.0844489
402,37.3570698,-263.098934
403,71.80152765,-473.141498
404,53.58684021,-407.9998267
405,75.35394516,-482.3244956
406,58.9326545,-263.4114989
407,80.33387229,-467.0009485
408,65.01261997,-384.5883988
409,74.57127385,-416.5012688
410,89.62814479,-619.3109507
411,104.9372966,-738.8718621
412,69.76186379,-575.2962206
413,98.75211638,-626.3665669
414,71.61091733,-450.5684622
415,76.96041504,-392.2748866
416,63.26545428,-397.2207398
417,52.60970874,-273.163594
419,73.72676606,-378.2449203
420,54.44076409,-340.1689842
421,55.94347639,-320.2643451
422,33.2204424,-146.2788329
423,53.99138987,-370.5857606
424,90.66158935,-589.0735065
425,90.50298886,-504.9683428
426,74.70918419,-456.1689856
427,38.95589228,-221.8809647
428,59.00592175,-404.243609
429,92.76263787,-630.0796228
430,85.47341435,-565.7732027
431,69.7476411,-490.3892113
432,69.43490865,-400.6284177
433,50.62112002,-208.1543124
434,81.09235915,-533.3561057
435,67.83445974,-397.6499024
436,71.16724765,-391.9946107
437,69.48139507,-481.9637557
438,56.34992233,-352.1286185
439,72.43443871,-446.7348486
440,45.05495737,-246.9022716
441,40.8773774,-126.1671632
442,104.4440338,-696.3898891
443,82.98609758,-518.5057467
444,59.77017035,-343.0752114
445,61.31022006,-315.5225109
446,69.0047268,-376.0871603
447,72.00600527,-380.6509555
448,84.70178788,-474.6317107
449,52.57233972,-248.9325062
450,93.5864228,-538.5313589
451,55.98054616,-389.0031142
452,78.01582001,-442.1396474
453,81.36830331,-573.774742
454,70.87133862,-471.643511
455,36.97219187,-254.955739
456,95.76004534,-635.4108657
457,91.40518004,-520.8530237
458,71.82242728,-444.6908698
459,72.2357404,-466.6722095
461,73.05143485,-458.921538
462,80.82643983,-524.0933219
463,97.95054202,-558.4702492
464,67.63097505,-478.5758922
465,60.6617092,-380.9877271
466,49.03784011,-221.2611355
467,71.90109459,-434.3821603
468,111.0500864,-717.8930786
469,61.74112057,-349.7264183
470,85.94317016,-487.8944282
471,68.67043044,-528.0965872
472,80.91914138,-424.5138257
473,73.2824877,-401.6808691
474,50.27329973,-327.1097822
475,68.72958725,-328.0323427
477,60.83772289,-360.4956388
478,43.27164681,-338.701618
479,60.69295865,-331.0895754
480,54.92294952,-218.8876637
481,30.1084732,-103.2122131
482,70.49969298,-438.2644746
483,76.17539006,-460.6918186
484,94.39166426,-564.5565415
485,79.8350391,-468.0791293
486,94.90886047,-582.7879893
488,69.31235993,-417.5140881
489,76.63497958,-510.4227471
490,76.518428,-407.4732287
491,93.21147728,-670.2838883
492,97.55603265,-697.4286925
493,77.92987978,-501.3402436
495,76.11482227,-489.0962508
496,64.17850282,-449.9326425
497,83.86212421,-538.2277304
498,100.1604988,-629.5021766
499,73.45290907,-469.0190163
500,69.06415529,-416.2212525
501,50.14314947,-283.0027593
502,93.76527366,-464.4224943
503,70.75177233,-515.1895071
504,83.8934308,-589.8359507
505,73.19154954,-502.950609
506,90.26024517,-570.1623029
507,49.64821194,-303.2539061
508,74.69697657,-526.4651331
509,64.9198708,-492.609221
510,94.48870464,-514.181549
511,66.6097182,-516.643666
512,83.39363793,-526.2881544
513,61.77640764,-352.163238
514,76.70474421,-470.7664409
515,85.31579327,-583.5932576
516,87.36769306,-577.2940377
517,67.08543373,-437.6706558
518,64.77091398,-358.2016594
519,63.29336833,-413.1719153
520,65.34954709,-396.9256091
521,105.6380762,-654.316048
522,23.71438587,-136.3410177
523,90.30646885,-567.1612895
524,73.41445415,-490.4851107
525,62.62977441,-457.5113157
526,42.19665644,-213.1967061
527,65.96955244,-434.0408298
528,103.1574065,-696.7650203
529,55.60189287,-367.6894792
530,60.94205497,-368.1302703
531,108.8310588,-744.7556724
532,77.20788232,-509.0776735
533,97.11858801,-565.6364004
534,55.03526718,-300.5457636
535,69.75301942,-470.2388661
536,96.81668391,-622.8900714
537,76.31267969,-509.1138694
538,46.68627483,-346.006769
539,92.36524679,-571.2132806
540,53.70867132,-341.3124834
541,61.56501094,-431.533514
542,41.90077689,-151.3620917
543,41.67403526,-265.5557005
544,68.12952045,-464.5612583
545,74.09766896,-464.8491846
546,71.71987023,-451.3928603
547,54.25270306,-353.0733423
548,82.5699996,-534.2581182
549,61.94661072,-404.1498977
550,86.08450201,-473.7244292
551,42.91148647,-308.3988868
552,67.83526935,-384.693741
553,84.33475196,-463.3739023
554,70.380223,-398.7115217
555,92.36294204,-469.6441925
556,79.40444097,-460.6569626
557,56.16960053,-393.938612
558,66.49150546,-439.8000602
559,42.02588368,-273.513722
560,64.52013896,-391.7178008
561,75.34065984,-460.5526402
562,55.74211167,-342.707875
563,77.36078972,-453.362905
565,44.07591068,-300.2064946
566,62.70446324,-373.6277444
567,73.2068346,-419.5471763
568,78.52658798,-495.8769531
569,63.54026332,-391.6308366
570,51.04633402,-323.2785957
571,79.70789427,-504.3597172
572,48.30892544,-224.0772605
573,45.62201638,-215.2580291
574,82.63364617,-570.446845
575,71.83084112,-446.185288
576,63.95889853,-372.8690984
577,83.00002961,-530.3571594
578,63.1289945,-446.0709227
579,120.3219648,-898.8726826
580,83.81273173,-506.3014158
581,79.63865318,-428.7512895
582,66.33020278,-418.9191811
583,58.14662186,-389.3310131
585,58.77923096,-297.3587756
586,58.04607887,-363.6302043
587,65.82408483,-418.9489671
588,73.85307122,-479.4230768
589,84.75331008,-534.8675504
590,74.24383941,-478.4186182
591,80.09473316,-598.5725921
592,67.13274667,-410.7915315
593,79.44165897,-472.2025342
594,56.6613711,-367.1727603
595,53.81144069,-312.0568431
596,50.7114575,-331.3911375
597,66.86659939,-482.5854175
598,84.18047247,-522.0042113
599,76.63817018,-501.816005
600,72.42223379,-443.2765869
601,55.27950324,-384.511062
602,73.57166725,-486.9186952
603,70.93050519,-496.3943904
604,71.65016521,-453.3892562
605,47.0939842,-286.1876681
606,40.28236165,-314.9468521
607,69.47882094,-391.3162263
608,68.06722282,-395.2493149
609,57.39366093,-320.3334896
610,95.16453505,-679.3472293
611,67.09520633,-385.3838668
613,58.18405835,-241.2466168
614,58.32672915,-433.3405385
616,85.91951394,-531.5525168
617,51.14374502,-259.1333408
618,73.93839113,-447.7282966
619,59.12531045,-461.0391816
620,59.77287764,-286.5630436
621,72.98884153,-499.8589265
622,71.06511748,-522.2271099
623,78.54515181,-456.6484316
624,52.14258505,-316.6373281
625,74.55876471,-408.9611
626,85.55530632,-562.1799154
627,73.21644249,-334.6023265
628,72.42000044,-390.0547551
629,32.39277954,-183.7533408
630,86.9430849,-524.562187
631,70.84009737,-421.9666328
632,97.33224885,-648.7297139
633,81.00954455,-501.9439283
634,59.67336238,-304.5107147
635,53.07671947,-296.528019
636,63.42159953,-370.1828426
637,51.3623206,-302.4602192
638,56.68770823,-366.9878181
639,58.66110707,-282.7774312
640,68.96820081,-404.7454359
641,79.71184731,-333.5248603
642,60.9940553,-425.0673424
643,80.13145018,-537.2534983
644,76.87636019,-492.0929283
645,113.2223678,-818.9688987
646,34.58081846,-164.5059912
647,37.53063382,-232.9502339
648,65.53655522,-336.5901087
649,93.38442054,-559.9382509
650,83.18274088,-529.4484497
651,34.11465136,-199.7948358
652,72.95469102,-487.8265952
653,112.4948827,-641.9132575
654,72.75170265,-495.3780851
655,80.87693905,-436.6318286
656,73.09033156,-405.2947895
657,80.03756302,-525.5537253
659,114.3711935,-695.6571637
660,100.2428354,-620.1063215
661,67.39296203,-485.8861811
662,87.14227238,-469.2984297
663,64.50026862,-413.4226412
664,75.77442703,-528.6446925
665,80.73965737,-502.7937576
666,99.84819801,-705.8615189
667,73.7383569,-497.9326922
668,48.69111062,-251.9180492
669,74.07269069,-468.6359909
670,85.60239464,-542.8405432
671,70.79500757,-500.8981332
672,49.57686179,-339.6142065
673,67.98095327,-503.6217325
674,88.87912746,-624.7401767
675,102.9352443,-628.7567999
676,69.3124631,-446.116501
677,86.03198632,-519.7579603
678,78.72980505,-456.5608782
679,80.71661594,-460.047852
680,69.54418368,-355.6587567
681,91.4746112,-580.6177461
682,62.65341775,-412.8837241
683,100.7069768,-657.1954913
684,82.74294685,-480.1898378
685,90.48753278,-544.7198515
686,93.78895745,-610.7264045
687,58.30962936,-305.1255775
688,62.08299784,-373.7146507
689,106.4614803,-676.3172993
690,61.52112388,-390.2318897
691,56.77005682,-299.6679216
692,42.1455379,-230.1397932
693,87.6547071,-501.8488682
694,80.36135775,-525.3909689
696,83.58020249,-452.9698075
697,79.82069938,-415.2888416
698,82.8846697,-574.5486107
699,82.7925683,-577.6498633
700,100.4742554,-634.5226853
701,65.16292771,-437.2420418
702,63.6029781,-464.4220523
703,52.94588708,-251.7710646
704,58.28032489,-445.5269231
705,55.36580856,-328.1364964
706,61.53710141,-377.4685577
707,75.41709141,-567.3210331
708,68.79547844,-406.0633444
710,80.22012103,-553.4775948
711,54.14395424,-325.3499309
712,77.24766846,-547.4049496
713,73.50219787,-472.1690614
714,95.87633946,-603.3426449
715,79.32843952,-519.2475216
716,96.1814135,-574.1449236
717,97.53960912,-656.8387189
718,64.66261848,-405.4295045
719,88.27876919,-508.3293117
720,68.74313915,-408.161926
721,99.91731834,-588.209157
722,61.51938546,-505.7599926
723,73.69457618,-401.1924315
724,51.07752292,-288.9581717
725,70.73602665,-382.3619765
726,44.26698833,-315.5100296
727,59.80625615,-307.976796
728,80.52694673,-467.43095
729,67.96780393,-394.4338304
730,54.54462359,-316.8463059
731,81.23421158,-527.3095135
732,37.3367458,-341.1005855
733,76.67195922,-504.7482953
734,41.06954153,-238.7527981
735,72.94686388,-468.0255472
736,79.48480677,-495.2768662
737,82.42374225,-486.7886306
738,81.11898153,-461.635646
739,97.13928438,-628.213575
740,96.44135269,-557.5056868
741,55.87044224,-412.1044448
742,85.60613059,-473.8503227
743,99.49207079,-682.8570171
744,45.1631027,-254.4097983
745,75.38512808,-469.8455118
746,81.31756318,-443.4498956
747,105.3349207,-719.7946215
748,53.73110624,-333.0287868
749,82.24913067,-623.9003802
750,40.38039571,-177.7678296
751,51.67083654,-377.5169485
752,98.61705736,-544.3007561
753,82.97683492,-517.0331377
755,84.68627681,-537.0911128
756,44.91939922,-233.3649548
757,62.42405725,-366.6311181
758,70.93369189,-442.2812266
759,57.48032247,-427.2941912
760,64.7657895,-422.770064
761,71.16573028,-443.0860097
762,75.42944502,-479.542068
763,64.48044232,-362.4640317
764,77.04703563,-488.2456115
765,67.79843883,-479.1617795
766,44.45720472,-207.1261909
767,70.92207457,-428.1174025
768,86.98881613,-561.0537432
769,77.8347604,-545.7382669
770,66.79231318,-355.9522082
771,75.65091754,-459.68208
772,42.59813209,-192.0781846
773,77.22444523,-469.1059781
774,68.77142761,-403.5728161
775,90.77247034,-528.8986039
776,87.33398053,-556.9816454
777,88.28733113,-621.719827
778,79.3298385,-492.7766378
780,30.13036748,-80.31576567
781,97.31811594,-681.356201
782,58.88795511,-320.8575905
783,85.8563731,-641.8522924
784,89.6680545,-526.4019071
785,48.98849631,-288.5303969
786,92.79900673,-639.0695573
787,30.50088114,-149.7615236
788,55.73897556,-383.6521566
789,94.3566523,-582.1439091
790,87.69361019,-594.8616896
791,74.20103747,-495.4127435
792,70.6722322,-489.0527779
793,67.39869548,-471.1572768
794,55.94017237,-342.2563854
795,82.50172204,-515.389306
796,53.30371592,-274.6162829
797,68.18400347,-457.1295674
798,85.16360788,-478.7650501
799,107.2176529,-669.6216886
800,47.70782461,-261.9795981
801,57.50279099,-307.900109
802,99.44524089,-692.563786
803,28.26090666,-62.88779315
804,75.13889741,-559.2504582
805,84.42846279,-497.1471893
806,49.8012257,-296.3506252
807,73.44915079,-393.2444636
808,49.20440213,-253.962374
809,93.56693144,-590.6510443
810,77.5136547,-420.546292
811,48.30090145,-242.1863893
812,92.92739646,-595.0550123
813,55.13744214,-328.972994
814,54.01923096,-336.4535987
815,74.05915083,-445.3494283
816,71.63396427,-430.3802206
817,40.24984016,-140.836115
818,59.83603098,-380.2412436
819,65.89330216,-459.7609809
820,51.51369079,-330.1880248
821,85.35514394,-529.1614191
822,68.75003476,-509.7777297
823,80.60545604,-421.1945662
824,80.78618371,-562.5098942
825,77.44473389,-509.9931463
826,91.43264584,-520.7202517
827,97.21903113,-594.4271002
828,72.31679484,-456.1808959
829,73.48741681,-412.5994598
830,92.6315083,-534.1566409
831,103.5671577,-702.0135329
832,76.48008458,-519.7170706
833,82.24379509,-575.1754293
834,66.95563424,-405.2632772
835,98.98015333,-664.5441311
836,46.58200621,-293.5114503
837,76.00182954,-525.3545766
838,56.95581191,-346.3648667
839,64.74761907,-407.8772875
840,80.85993273,-574.7373189
841,65.53935204,-440.025716
842,56.30475861,-366.6947497
843,62.7731027,-413.6060425
844,68.30746757,-461.5589219
845,59.30175593,-342.2037126
846,61.91189996,-317.3392403
847,68.52045668,-449.9683883
848,113.1489693,-701.7348309
849,47.24954684,-278.8873837
850,88.88717073,-469.3352308
851,72.58076167,-527.8155867
852,65.454891,-329.9399976
853,90.76491284,-605.2225703
854,78.48421865,-468.1444575
855,53.04907159,-334.4704331
856,91.54188044,-551.2719181
857,40.15365348,-276.2910995
858,62.51839373,-382.1308533
859,63.08086298,-338.2014011
860,77.92069731,-458.2956273
861,97.77910975,-576.5867143
862,83.88237715,-408.8271559
863,91.54797639,-583.7806113
864,90.33760067,-615.3314567
865,78.40918698,-522.1606197
866,54.52236716,-359.7306718
867,46.16392922,-202.5290602
868,57.67859394,-347.8402694
869,57.22303054,-393.5165609
871,73.69326069,-522.689729
872,38.73155532,-236.275603
873,56.37233439,-349.1712083
874,40.94610622,-238.105111
875,76.963127,-568.7713884
876,100.3206517,-661.7868525
877,78.2584451,-396.3208768
878,65.42202185,-365.5978746
879,94.55017253,-548.4968024
880,73.94057289,-366.0127635
881,63.40187301,-434.5251524
882,54.25550158,-330.8570552
883,63.89408724,-407.1472197
884,63.3337469,-357.3144266
885,69.71102868,-394.7966205
886,92.15745338,-614.4283071
887,67.59157624,-457.5761596
888,94.55858185,-630.9612263
889,81.35030859,-478.6922307
890,74.47489216,-479.6904799
891,88.00854597,-547.6328257
892,82.44515508,-495.4524936
893,85.40046938,-616.9155724
894,54.15800608,-321.386049
895,58.60600824,-313.7944289
896,75.64517469,-416.4222643
898,64.73925851,-463.8188127
899,92.2846208,-545.8325511
900,74.77425486,-539.6310822
901,82.76692274,-533.047186
902,112.5738915,-622.996952
903,67.9814823,-401.2145398
904,83.9049943,-556.764311
905,93.14962139,-616.1088028
906,95.38164493,-568.7503699
907,58.52493906,-326.7999349
908,48.25030306,-232.648909
909,59.26615338,-324.2213221
910,62.00370767,-312.2456236
911,66.91138442,-419.7206126
912,60.6600572,-321.3175819
913,61.34465172,-415.780743
914,62.63110815,-374.229857
915,93.60932021,-628.6591446
916,79.28201598,-534.2177246
917,57.50258415,-308.0341526
918,51.89941378,-343.6000732
919,82.01400189,-547.0290611
920,91.13291467,-533.918389
921,91.57592416,-560.5618439
922,60.59781753,-353.1817204
923,58.44353275,-383.5863737
924,73.84676648,-409.205206
925,43.37751032,-195.9700791
926,50.17063964,-255.3851477
927,69.34374123,-418.0990449
928,68.37378816,-362.6263685
930,64.34997529,-308.6090733
931,75.16384671,-571.6412925
932,93.09687351,-538.7254423
933,87.21243407,-494.1862253
934,83.00296168,-542.6373287
935,46.80857618,-268.3158436
936,54.31785556,-236.4947099
937,72.66061346,-423.9280108
938,78.56060235,-468.7029562
939,53.81199291,-408.2790366
940,78.83990554,-474.8047941
941,38.5588538,-143.0793584
942,115.1968098,-661.7167863
943,67.0194333,-396.6451963
944,64.98664462,-424.794086
945,95.60811312,-628.0263469
946,58.4460755,-390.9367235
947,48.5049515,-229.6714313
949,51.41799326,-371.083288
950,67.43674674,-381.6651396
951,32.37940023,-179.0563999
952,72.04497148,-460.1548077
953,49.77534298,-319.9600581
954,72.43277691,-413.1879171
955,93.47076671,-622.8677548
956,84.60026317,-554.9347725
957,70.42628188,-377.2775898
958,105.6444274,-618.3626092
959,99.24820095,-576.7482562
960,83.05148037,-531.729046
961,37.94269373,-229.7231978
962,44.77091828,-254.1704334
963,79.15851928,-531.5091364
964,59.33605171,-403.2953128
965,72.28288074,-457.2174367
966,52.38881321,-239.9367244
968,83.38098742,-538.191202
969,104.4820584,-609.5980128
970,70.19133373,-463.2654726
972,89.1820322,-582.5795509
973,87.03183688,-515.6851129
974,90.02503197,-521.1046737
975,83.73893461,-456.3312201
976,50.91887835,-362.0271787
